Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,National_Remoteness_Region,SA4_Name_2016,LGA_Name_2017,National_Road_Type,Christmas_Period,Easter_Period
20174012,SA,June,2017,Friday,17:30,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie City and Dists (M),National Or State Highway,No,No
20174013,SA,June,2017,Thursday,00:40,Single vehicle,2,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National Or State Highway,No,No
20174016,SA,June,2017,Friday,17:45,Pedestrian,1,No,No,Yes,25,Major Cities of Australia,Adelaide - Central and Hills,Burnside (C),Collector Road,No,No
20174038,SA,June,2017,Friday,17:50,Single vehicle,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-Arterial Road,No,No
20174042,SA,June,2017,Saturday,15:02,Single vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Mitcham (C),Sub-Arterial Road,No,No
20174077,SA,June,2017,Sunday,23:40,Single vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No
20174088,SA,June,2017,Tuesday,21:30,Pedestrian,1,No,No,No,40,Major Cities of Australia,Adelaide - South,Mitcham (C),National Or State Highway,No,No
20174090,SA,June,2017,Saturday,12:55,Single vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Salisbury (C),Collector Road,No,No
20174005,SA,May,2017,Thursday,13:15,Single vehicle,1,No,No,No,80,Outer Regional Australia,South Australia - Outback,Whyalla (C),Arterial Road,No,No
20174043,SA,May,2017,Wednesday,14:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,South Australia - South East,Tatiara (DC),Collector Road,No,No
20174047,SA,May,2017,Tuesday,11:00,Single vehicle,1,No,No,No,80,Remote Australia,South Australia - South East,Kangaroo Island (DC),Sub-Arterial Road,No,No
20174064,SA,May,2017,Sunday,11:28,Pedestrian,1,No,No,No,100,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie City and Dists (M),Collector Road,No,No
20174068,SA,May,2017,Sunday,14:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No
20174021,SA,April,2017,Wednesday,15:00,Multiple vehicle,1,No,No,No,50,Remote Australia,South Australia - Outback,Tumby Bay (DC),Collector Road,No,No
20174025,SA,April,2017,Tuesday,15:25,Single vehicle,1,No,No,No,60,Outer Regional Australia,South Australia - South East,Naracoorte and Lucindale (DC),Collector Road,No,No
20174027,SA,April,2017,Tuesday,16:00,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National Or State Highway,No,No
20174039,SA,April,2017,Monday,13:35,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Playford (C),Sub-Arterial Road,No,No
20174041,SA,April,2017,Wednesday,18:40,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder (DC),National Or State Highway,No,No
20174049,SA,April,2017,Wednesday,06:04,Multiple vehicle,2,No,No,No,110,Inner Regional Australia,Adelaide - North,Mallala (DC),National Or State Highway,No,No
20174086,SA,April,2017,Wednesday,03:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Local Road,No,No
20174001,SA,March,2017,Friday,18:45,Single vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),Local Road,No,No
20174006,SA,March,2017,Thursday,13:30,Single vehicle,1,No,No,Yes,60,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),Arterial Road,No,No
20174007,SA,March,2017,Wednesday,22:00,Multiple vehicle,1,No,No,No,40,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-Arterial Road,No,No
20174019,SA,March,2017,Saturday,00:25,Pedestrian,1,No,No,No,50,Major Cities of Australia,Adelaide - Central and Hills,Adelaide (C),Sub-Arterial Road,No,No
20174023,SA,March,2017,Thursday,18:40,Single vehicle,1,No,No,No,100,Very Remote Australia,South Australia - Outback,Anangu Pitjantjatjara (AC),Local Road,No,No
20174036,SA,March,2017,Wednesday,07:13,Single vehicle,1,No,No,No,70,Major Cities of Australia,Adelaide - North,Tea Tree Gully (C),Sub-Arterial Road,No,No
20174053,SA,March,2017,Monday,16:10,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),Arterial Road,No,No
20174084,SA,March,2017,Saturday,03:00,Single vehicle,1,No,No,No,110,Outer Regional Australia,Barossa - Yorke - Mid North,Mount Remarkable (DC),Arterial Road,No,No
20174014,SA,February,2017,Friday,16:15,Multiple vehicle,1,No,No,Yes,110,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Arterial Road,No,No
20174062,SA,February,2017,Monday,23:15,Single vehicle,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Local Road,No,No
20174080,SA,February,2017,Wednesday,10:50,Single vehicle,1,No,No,No,10,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No
20174082,SA,February,2017,Sunday,20:05,Pedestrian,1,No,No,No,50,Major Cities of Australia,Adelaide - South,Marion (C),Local Road,No,No
20174015,SA,January,2017,Wednesday,21:00,Pedestrian,1,No,No,No,10,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No
20174024,SA,January,2017,Friday,15:25,Multiple vehicle,2,No,No,No,90,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No
20174032,SA,January,2017,Friday,00:15,Multiple vehicle,1,No,Yes,No,110,Remote Australia,South Australia - Outback,Unincorporated SA,National Or State Highway,No,No
20174092,SA,January,2017,Tuesday,09:25,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Adelaide - North,Light (RegC),Collector Road,No,No
20175014,WA,December,2017,Wednesday,17:08,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Broome (S),National Or State Highway,No,No
20175015,WA,December,2017,Friday,11:50,Pedestrian,1,No,No,No,50,Major Cities of Australia,Perth - South East,Kalamunda (C),Local Road,No,No
20175017,WA,December,2017,Tuesday,16:20,Pedestrian,1,No,No,No,50,Major Cities of Australia,Perth - South East,Kalamunda (C),Arterial Road,No,No
20175038,WA,December,2017,Sunday,17:09,Single vehicle,1,No,No,No,70,Major Cities of Australia,Perth - North West,Stirling (C),Arterial Road,No,No
20175044,WA,December,2017,Friday,20:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - North East,Swan (C),Local Road,Yes,No
20175047,WA,December,2017,Tuesday,20:12,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - South East,South Perth (C),Local Road,No,No
20175051,WA,December,2017,Wednesday,15:20,Multiple vehicle,1,No,Yes,No,110,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes (S),National Or State Highway,No,No
20175069,WA,December,2017,Monday,05:06,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Brookton (S),National Or State Highway,Yes,No
20175070,WA,December,2017,Thursday,13:39,Multiple vehicle,1,No,No,No,60,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),National Or State Highway,No,No
20175073,WA,December,2017,Thursday,14:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay (S),Local Road,No,No
20175075,WA,December,2017,Saturday,10:20,Multiple vehicle,1,No,No,Yes,90,Major Cities of Australia,Perth - North West,Wanneroo (C),National Or State Highway,No,No
20175078,WA,December,2017,Monday,08:20,Multiple vehicle,1,No,Yes,No,70,Major Cities of Australia,Perth - North East,Swan (C),Arterial Road,No,No
20175079,WA,December,2017,Tuesday,15:25,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Perth - North West,Joondalup (C),National Or State Highway,Yes,No
20175102,WA,December,2017,Saturday,11:27,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Chittering (S),Arterial Road,No,No
20175105,WA,December,2017,Monday,19:50,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie/Boulder (C),Local Road,No,No
20175116,WA,December,2017,Tuesday,16:27,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - South West,Cockburn (C),Local Road,No,No
20175117,WA,December,2017,Friday,05:39,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Bunbury,Bunbury (C),National Or State Highway,No,No
20175119,WA,December,2017,Wednesday,03:40,Single vehicle,1,No,Yes,No,110,Very Remote Australia,Western Australia - Outback (South),Ravensthorpe (S),National Or State Highway,No,No
20175127,WA,December,2017,Thursday,21:15,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Bunbury,Dardanup (S),National Or State Highway,No,No
20175146,WA,December,2017,Wednesday,15:30,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (South),Carnarvon (S),National Or State Highway,No,No
20175003,WA,November,2017,Wednesday,07:30,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Halls Creek (S),Arterial Road,No,No
20175053,WA,November,2017,Saturday,05:31,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Perth - Inner,Perth (C),National Or State Highway,No,No
20175060,WA,November,2017,Monday,13:09,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Bunbury,Donnybrook-Balingup (S),National Or State Highway,No,No
20175080,WA,November,2017,Friday,04:04,Multiple vehicle,1,No,Yes,Yes,90,Inner Regional Australia,Mandurah,Murray (S),Arterial Road,No,No
20175101,WA,November,2017,Sunday,08:19,Single vehicle,2,No,No,No,80,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),Local Road,No,No
20175126,WA,November,2017,Saturday,06:10,Single vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Augusta-Margaret River (S),Local Road,No,No
20175129,WA,November,2017,Saturday,01:37,Single vehicle,1,No,No,No,110,Remote Australia,Western Australia - Outback (South),Perenjori (S),Arterial Road,No,No
20175143,WA,November,2017,Saturday,23:49,Pedestrian,1,No,No,No,50,Very Remote Australia,Western Australia - Outback (North),Halls Creek (S),Local Road,No,No
20175151,WA,November,2017,Tuesday,03:15,Single vehicle,1,No,No,No,90,Inner Regional Australia,Western Australia - Wheat Belt,Toodyay (S),Arterial Road,No,No
20175024,WA,October,2017,Monday,12:52,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Bunbury,Collie (S),Local Road,No,No
20175035,WA,October,2017,Saturday,13:22,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Broome (S),Local Road,No,No
20175043,WA,October,2017,Tuesday,17:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Bunbury,Nannup (S),Arterial Road,No,No
20175045,WA,October,2017,Saturday,00:35,Single vehicle,1,No,No,No,50,Remote Australia,Western Australia - Wheat Belt,Kent (S),Arterial Road,No,No
20175061,WA,October,2017,Monday,08:48,Multiple vehicle,1,No,Yes,No,50,Major Cities of Australia,Perth - North East,Swan (C),Local Road,No,No
20175063,WA,October,2017,Friday,07:20,Single vehicle,1,No,No,No,110,Inner Regional Australia,Western Australia - Wheat Belt,York (S),Local Road,No,No
20175065,WA,October,2017,Thursday,23:47,Multiple vehicle,1,No,No,Yes,110,Very Remote Australia,Western Australia - Outback (North),East Pilbara (S),National Or State Highway,No,No
20175071,WA,October,2017,Sunday,10:10,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Perth - North West,Joondalup (C),Arterial Road,No,No
20175081,WA,October,2017,Friday,22:12,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Perth - South West,Cockburn (C),National Or State Highway,No,No
20175091,WA,October,2017,Friday,19:45,Single vehicle,2,No,No,No,50,Major Cities of Australia,Perth - South West,Rockingham (C),Local Road,No,No
20175130,WA,October,2017,Tuesday,08:00,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (South),Dundas (S),National Or State Highway,No,No
20175135,WA,October,2017,Tuesday,16:42,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Perth - South East,Armadale (C),National Or State Highway,No,No
20175137,WA,October,2017,Thursday,11:36,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),Local Road,No,No
20175138,WA,October,2017,Monday,11:55,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains (S),National Or State Highway,No,No
20175012,WA,September,2017,Wednesday,13:40,Single vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Harvey (S),Local Road,No,No
20175030,WA,September,2017,Friday,19:30,Pedestrian,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley (S),National Or State Highway,No,No
20175064,WA,September,2017,Friday,16:07,Single vehicle,1,No,No,No,60,Major Cities of Australia,Perth - Inner,Mosman Park (T),National Or State Highway,No,No
20175100,WA,September,2017,Monday,15:49,Multiple vehicle,1,No,Yes,Yes,80,Major Cities of Australia,Perth - South West,Cockburn (C),Arterial Road,No,No
20175104,WA,September,2017,Sunday,06:09,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Dardanup (S),Arterial Road,No,No
20175106,WA,September,2017,Friday,15:29,Single vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Capel (S),Arterial Road,No,No
20175110,WA,September,2017,Wednesday,17:15,Single vehicle,1,No,No,No,70,Major Cities of Australia,Perth - South West,Rockingham (C),National Or State Highway,No,No
20175120,WA,September,2017,Monday,18:17,Single vehicle,1,No,No,No,70,Major Cities of Australia,Perth - North East,Swan (C),Arterial Road,No,No
20175123,WA,September,2017,Saturday,14:54,Single vehicle,1,No,No,No,100,Major Cities of Australia,Perth - North West,Stirling (C),National Or State Highway,No,No
20175136,WA,September,2017,Monday,19:50,Pedestrian,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),National Or State Highway,No,No
20175141,WA,September,2017,Thursday,05:30,Multiple vehicle,1,No,Yes,No,90,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),National Or State Highway,No,No
20175001,WA,August,2017,Tuesday,07:10,Multiple vehicle,1,No,Yes,No,70,Major Cities of Australia,Perth - South East,Canning (C),Local Road,No,No
20175019,WA,August,2017,Thursday,16:08,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),Local Road,No,No
20175033,WA,August,2017,Thursday,07:15,Multiple vehicle,3,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No
20175036,WA,August,2017,Thursday,16:40,Multiple vehicle,1,Yes,No,No,60,Major Cities of Australia,Perth - South West,Melville (C),Arterial Road,No,No
20175037,WA,August,2017,Friday,20:40,Single vehicle,1,No,No,No,90,Very Remote Australia,Western Australia - Outback (North),Broome (S),National Or State Highway,No,No
20175042,WA,August,2017,Wednesday,10:25,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Narrogin (S),Local Road,No,No
20175066,WA,August,2017,Friday,11:34,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Perth - South West,Rockingham (C),National Or State Highway,No,No
20175082,WA,August,2017,Tuesday,12:55,Pedestrian,1,No,No,No,70,Major Cities of Australia,Perth - South West,Melville (C),National Or State Highway,No,No
20175147,WA,August,2017,Wednesday,13:25,Multiple vehicle,1,No,No,No,110,Remote Australia,Western Australia - Outback (South),Carnamah (S),Arterial Road,No,No
20175009,WA,July,2017,Saturday,19:25,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Harvey (S),National Or State Highway,No,No
20175021,WA,July,2017,Sunday,08:55,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - North East,Bayswater (C),Arterial Road,No,No
20175022,WA,July,2017,Thursday,17:50,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Mandurah,Mandurah (C),Local Road,No,No
20175025,WA,July,2017,Tuesday,09:00,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie/Boulder (C),Local Road,No,No
20175026,WA,July,2017,Monday,16:20,Single vehicle,1,No,No,No,80,Major Cities of Australia,Perth - South West,Cockburn (C),Arterial Road,No,No
20175032,WA,July,2017,Sunday,20:50,Single vehicle,1,No,No,No,80,Inner Regional Australia,Perth - North West,Wanneroo (C),Arterial Road,No,No
20175039,WA,July,2017,Wednesday,13:15,Single vehicle,1,No,No,No,110,Inner Regional Australia,Western Australia - Wheat Belt,Northam (S),Local Road,No,No
20175068,WA,July,2017,Monday,21:14,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),National Or State Highway,No,No
20175087,WA,July,2017,Wednesday,23:15,Single vehicle,1,No,No,No,110,Remote Australia,Western Australia - Wheat Belt,Merredin (S),Local Road,No,No
20175118,WA,July,2017,Friday,15:50,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - South West,Rockingham (C),Local Road,No,No
20175134,WA,July,2017,Sunday,17:15,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),Local Road,No,No
20175010,WA,June,2017,Tuesday,16:35,Pedestrian,1,No,No,No,60,Major Cities of Australia,Perth - North East,Bassendean (T),Local Road,No,No
20175016,WA,June,2017,Saturday,08:08,Multiple vehicle,1,No,No,Yes,80,Major Cities of Australia,Perth - South West,Kwinana (C),Local Road,No,No
20175055,WA,June,2017,Thursday,13:45,Single vehicle,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (North),Broome (S),Local Road,No,No
20175072,WA,June,2017,Thursday,07:00,Single vehicle,1,No,Yes,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Albany (C),National Or State Highway,No,No
20175083,WA,June,2017,Monday,12:45,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No
20175111,WA,June,2017,Friday,15:00,Multiple vehicle,2,No,Yes,No,40,Very Remote Australia,Western Australia - Outback (North),Port Hedland (T),National Or State Highway,No,No
20175122,WA,June,2017,Friday,18:20,Single vehicle,1,No,No,No,100,Outer Regional Australia,Western Australia - Wheat Belt,Beverley (S),National Or State Highway,No,No
20175150,WA,June,2017,Friday,17:17,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),National Or State Highway,No,No
20175109,WA,May,2017,Monday,07:30,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Pingelly (S),Arterial Road,No,No
20175133,WA,May,2017,Monday,19:00,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Outback (South),Irwin (S),National Or State Highway,No,No
20175006,WA,April,2017,Saturday,20:19,Single vehicle,2,No,No,No,70,Inner Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No
20175008,WA,April,2017,Tuesday,14:50,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Bunbury,Bunbury (C),Local Road,No,No
20175011,WA,April,2017,Saturday,20:06,Pedestrian,1,No,No,No,50,Major Cities of Australia,Perth - Inner,Nedlands (C),Local Road,No,No
20175020,WA,April,2017,Wednesday,21:00,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),Local Road,No,No
20175023,WA,April,2017,Monday,17:30,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - South East,Armadale (C),Local Road,No,No
20175027,WA,April,2017,Tuesday,06:16,Multiple vehicle,1,No,Yes,No,100,Major Cities of Australia,Perth - South East,Armadale (C),Arterial Road,No,No
20175031,WA,April,2017,Friday,17:29,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Mandurah,Murray (S),National Or State Highway,No,No
20175052,WA,April,2017,Monday,10:25,Single vehicle,1,No,No,No,90,Outer Regional Australia,Western Australia - Wheat Belt,Denmark (S),National Or State Highway,No,No
20175054,WA,April,2017,Friday,00:04,Single vehicle,1,No,No,No,50,Inner Regional Australia,Bunbury,Collie (S),Local Road,No,Yes
20175056,WA,April,2017,Sunday,04:30,Single vehicle,1,No,No,No,110,Remote Australia,Western Australia - Outback (South),Morawa (S),Local Road,No,No
20175077,WA,April,2017,Friday,02:50,Single vehicle,1,No,No,No,80,Major Cities of Australia,Perth - South East,Armadale (C),Local Road,No,No
20175084,WA,April,2017,Saturday,18:20,Multiple vehicle,2,No,No,No,110,Outer Regional Australia,Western Australia - Outback (South),Irwin (S),National Or State Highway,No,No
20175096,WA,April,2017,Saturday,12:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes (S),Arterial Road,No,No
20175115,WA,April,2017,Friday,14:03,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - North West,Stirling (C),Arterial Road,No,No
20175121,WA,April,2017,Thursday,14:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Perth - South East,Kalamunda (C),Arterial Road,No,No
20175124,WA,April,2017,Monday,18:50,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - North West,Wanneroo (C),Local Road,No,No
20175142,WA,April,2017,Saturday,22:05,Multiple vehicle,1,Yes,No,No,70,Major Cities of Australia,Perth - South East,Belmont (C),Arterial Road,No,No
20175004,WA,March,2017,Thursday,02:00,Single vehicle,1,No,No,No,110,Remote Australia,Western Australia - Wheat Belt,Westonia (S),Local Road,No,No
20175005,WA,March,2017,Tuesday,08:00,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Wandering (S),National Or State Highway,No,No
20175013,WA,March,2017,Tuesday,17:15,Single vehicle,1,No,No,No,50,Inner Regional Australia,Bunbury,Busselton (C),Local Road,No,No
20175018,WA,March,2017,Monday,15:15,Single vehicle,1,No,No,No,60,Major Cities of Australia,Perth - Inner,Nedlands (C),National Or State Highway,No,No
20175028,WA,March,2017,Thursday,20:20,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Perth - Inner,Claremont (T),Arterial Road,No,No
20175034,WA,March,2017,Thursday,14:28,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie/Boulder (C),Local Road,No,No
20175041,WA,March,2017,Wednesday,09:45,Multiple vehicle,1,No,No,No,70,Inner Regional Australia,Bunbury,Busselton (C),Arterial Road,No,No
20175048,WA,March,2017,Thursday,17:40,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Moora (S),Arterial Road,No,No
20175050,WA,March,2017,Wednesday,14:40,Single vehicle,1,No,No,No,110,Inner Regional Australia,Western Australia - Wheat Belt,Chittering (S),National Or State Highway,No,No
20175076,WA,March,2017,Friday,12:40,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),Arterial Road,No,No
20175092,WA,March,2017,Tuesday,19:39,Pedestrian,1,No,No,No,50,Outer Regional Australia,Western Australia - Outback (South),Mingenew (S),Local Road,No,No
20175097,WA,March,2017,Sunday,14:43,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Western Australia - Wheat Belt,Gingin (S),National Or State Highway,No,No
20175099,WA,March,2017,Monday,11:00,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Wandering (S),National Or State Highway,No,No
20175132,WA,March,2017,Friday,11:02,Multiple vehicle,1,No,No,Yes,80,Major Cities of Australia,Perth - North East,Mundaring (S),National Or State Highway,No,No
20175002,WA,February,2017,Friday,18:15,Single vehicle,1,No,No,No,50,Major Cities of Australia,Perth - North West,Wanneroo (C),Undetermined,No,No
20175062,WA,February,2017,Friday,16:45,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Bunbury,Donnybrook-Balingup (S),National Or State Highway,No,No
20175074,WA,February,2017,Friday,09:30,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Plantagenet (S),National Or State Highway,No,No
20175086,WA,February,2017,Saturday,15:35,Single vehicle,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Merredin (S),National Or State Highway,No,No
20175112,WA,February,2017,Saturday,16:45,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Capel (S),National Or State Highway,No,No
20175144,WA,February,2017,Friday,15:55,Multiple vehicle,1,No,Yes,No,110,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale (S),National Or State Highway,No,No
20175040,WA,January,2017,Friday,17:30,Single vehicle,1,No,No,No,90,Inner Regional Australia,Bunbury,Donnybrook-Balingup (S),National Or State Highway,No,No
20175049,WA,January,2017,Saturday,01:33,Single vehicle,1,No,No,No,70,Inner Regional Australia,Bunbury,Busselton (C),Arterial Road,No,No
20175057,WA,January,2017,Sunday,10:23,Single vehicle,1,No,No,No,-9,Major Cities of Australia,Perth - North West,Stirling (C),Arterial Road,No,No
20175085,WA,January,2017,Monday,11:43,Single vehicle,1,No,No,No,80,Major Cities of Australia,Perth - South West,Cockburn (C),National Or State Highway,No,No
20175088,WA,January,2017,Sunday,17:14,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Perth - North West,Joondalup (C),Arterial Road,Yes,No
20175089,WA,January,2017,Tuesday,19:58,Multiple vehicle,1,No,No,No,60,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),Local Road,No,No
20175094,WA,January,2017,Sunday,16:30,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Perth - South East,Canning (C),National Or State Highway,Yes,No
20175098,WA,January,2017,Sunday,12:11,Multiple vehicle,2,No,No,No,110,Inner Regional Australia,Perth - South East,Armadale (C),National Or State Highway,No,No
20175108,WA,January,2017,Tuesday,15:21,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Perth - North West,Joondalup (C),Local Road,Yes,No
20175125,WA,January,2017,Monday,01:20,Multiple vehicle,1,No,Yes,No,50,Major Cities of Australia,Perth - Inner,Perth (C),Arterial Road,No,No
20175128,WA,January,2017,Wednesday,05:15,Single vehicle,1,No,No,No,110,Major Cities of Australia,Perth - North West,Wanneroo (C),Local Road,No,No
20175139,WA,January,2017,Tuesday,12:48,Pedestrian,1,No,No,No,60,Very Remote Australia,Western Australia - Outback (North),Derby-West Kimberley (S),National Or State Highway,No,No
20175145,WA,January,2017,Wednesday,18:30,Single vehicle,1,No,No,No,80,Very Remote Australia,Western Australia - Outback (South),Coolgardie (S),National Or State Highway,No,No
20175148,WA,January,2017,Monday,18:27,Single vehicle,1,No,No,No,110,Inner Regional Australia,Bunbury,Harvey (S),Local Road,Yes,No
20176003,TAS,December,2017,Saturday,22:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Hobart,Kingborough (M),National Or State Highway,No,No
20176004,TAS,December,2017,Sunday,14:45,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Hobart,Clarence (C),National Or State Highway,No,No
20176016,TAS,December,2017,Thursday,10:10,Single vehicle,1,No,Yes,No,70,Inner Regional Australia,Hobart,Brighton (M),Arterial Road,No,No
20176010,TAS,November,2017,Wednesday,20:58,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Launceston and North East,Launceston (C),Collector Road,No,No
20176022,TAS,November,2017,Wednesday,18:02,Multiple vehicle,1,No,Yes,No,100,Outer Regional Australia,Launceston and North East,Launceston (C),Arterial Road,No,No
20176026,TAS,November,2017,Thursday,13:20,Single vehicle,1,No,No,No,80,Inner Regional Australia,Hobart,Clarence (C),Sub-Arterial Road,No,No
